# Updated on: July 06, 2021
gene,chr,start,end,arm,type,strand
CR1L,1,207645133,207723703,long,gene,plus
CD46,1,207752038,207795516,long,gene,plus
CD34,1,207911125,207880972,long,gene,minus
PLXNA2,1,208244384,208022242,long,gene,minus
CAMK1G,1,209583714,209613939,long,gene,plus
LAMB3,1,209652467,209614870,long,gene,minus
G0S2,1,209675412,209676390,long,gene,plus
HSD11B1,1,209686179,209734929,long,gene,plus
TRAF3IP3,1,209756053,209782317,long,gene,plus
C1orf74,1,209784559,209779208,long,gene,minus
IRF6,1,209806142,209785617,long,gene,minus
UTP25,1,209827972,209857565,long,gene,plus
SYT14,1,209938165,210171389,long,gene,plus
SERTAD4,1,210232796,210246863,long,gene,plus
HHAT,1,210327873,210676298,long,gene,plus
KCNH1,1,211134148,210678314,long,gene,minus
RCOR3,1,211259366,211316385,long,gene,plus
TRAF5,1,211326594,211374946,long,gene,plus
RD3,1,211492162,211476522,long,gene,minus
SLC30A1,1,211579161,211571568,long,gene,minus
NEK2,1,211675621,211658256,long,gene,minus
LPGAT1,1,211830763,211743457,long,gene,minus
INTS7,1,212035557,211940328,long,gene,minus
DTL,1,212035748,212105013,long,gene,plus
PPP2R5A,1,212285410,212361853,long,gene,plus
PACC1,1,212414886,212363928,long,gene,minus
NENF,1,212432920,212446379,long,gene,plus
ATF3,1,212565407,212620777,long,gene,plus
FAM71A,1,212624474,212626775,long,gene,plus
BATF3,1,212699943,212686417,long,gene,minus
TATDN3,1,212791833,212816830,long,gene,plus
NSL1,1,212798900,212726153,long,gene,minus
SPATA45,1,212847649,212830141,long,gene,minus
FLVCR1,1,212858275,212899363,long,gene,plus
VASH2,1,212950541,212991585,long,gene,plus
ANGEL2,1,213015872,212992182,long,gene,minus
RPS6KC1,1,213051241,213378753,long,gene,plus
PROX1,1,213983239,214041510,long,gene,plus
SMYD2,1,214281159,214337136,long,gene,plus
PTPN14,1,214551677,214348700,long,gene,minus
CENPF,1,214603195,214664571,long,gene,plus
KCNK2,1,215002920,215237093,long,gene,plus
KCTD3,1,215567304,215621807,long,gene,plus
USH2A,1,216423448,215622891,long,gene,minus
ESRRG,1,217137702,216503246,long,gene,minus
GPATCH2,1,217631090,217426992,long,gene,minus
SPATA17,1,217631333,217871696,long,gene,plus
RRP15,1,218285293,218337983,long,gene,plus
TGFB2,1,218345336,218444619,long,gene,plus
LYPLAL1,1,219173850,219445121,long,gene,plus
ZC3H11B,1,219613145,219608012,long,gene,minus
SLC30A10,1,219959098,219910395,long,gene,minus
EPRS1,1,220046505,219968600,long,gene,minus
BPNT1,1,220089916,220057482,long,gene,minus
IARS2,1,220094132,220148041,long,gene,plus
RAB3GAP2,1,220272453,220148293,long,gene,minus
MARK1,1,220528136,220664461,long,gene,plus
C1orf115,1,220690363,220699153,long,gene,plus
MTARC2,1,220747417,220784815,long,gene,plus
MTARC1,1,220786697,220819659,long,gene,plus
HLX,1,220879443,220885059,long,gene,plus
DUSP10,1,221742091,221701424,long,gene,minus
HHIPL2,1,222548104,222501521,long,gene,minus
TAF1A,1,222590096,222557902,long,gene,minus
MIA3,1,222618097,222668007,long,gene,plus
BROX,1,222712564,222735196,long,gene,plus
AIDA,1,222712895,222668013,long,gene,minus
FAM177B,1,222737202,222772193,long,gene,plus
DISP1,1,222814514,223005995,long,gene,plus
TLR5,1,223143281,223108401,long,gene,minus
SUSD4,1,223365271,223220826,long,gene,minus
CCDC185,1,223393415,223395465,long,gene,plus
CAPN8,1,223665734,223541609,long,gene,minus
CAPN2,1,223701597,223776018,long,gene,plus
TP53BP2,1,223845954,223779893,long,gene,minus
FBXO28,1,224114111,224162047,long,gene,plus
DEGS1,1,224183240,224193441,long,gene,plus
NVL,1,224330187,224227345,long,gene,minus
CNIH4,1,224356879,224379452,long,gene,plus
CNIH3,1,224434640,224740554,long,gene,plus
WDR26,1,224434797,224385146,long,gene,minus
DNAH14,1,224928422,225399292,long,gene,plus
LBR,1,225428821,225401502,long,gene,minus
ENAH,1,225660046,225486829,long,gene,minus
SRP9,1,225777826,225790464,long,gene,plus
EPHX1,1,225810124,225845563,long,gene,plus
TMEM63A,1,225882720,225840556,long,gene,minus
LEFTY1,1,225889146,225886282,long,gene,minus
PYCR2,1,225924250,225919878,long,gene,minus
LEFTY2,1,225941367,225936603,long,gene,minus
SDE2,1,225999343,225982702,long,gene,minus
H3-3A,1,226061831,226072019,long,gene,plus
ACBD3,1,226186741,226144679,long,gene,minus
MIXL1,1,226223664,226227060,long,gene,plus
LIN9,1,226310082,226231149,long,gene,minus
PARP1,1,226408093,226360691,long,gene,minus
STUM,1,226548746,226609230,long,gene,plus
ITPKB,1,226739296,226631690,long,gene,minus
PSEN2,1,226870594,226903829,long,gene,plus
COQ8A,1,226939339,226987544,long,gene,plus
CDC42BPA,1,227318502,226989858,long,gene,minus
ZNF678,1,227563556,227679669,long,gene,plus
SNAP47,1,227728168,227781228,long,gene,plus
JMJD4,1,227735499,227731191,long,gene,minus
PRSS38,1,227815685,227846470,long,gene,plus
WNT9A,1,227947932,227918656,long,gene,minus
WNT3A,1,228006998,228067113,long,gene,plus
ARF1,1,228082708,228099212,long,gene,plus
C1orf35,1,228103325,228100731,long,gene,minus
MRPL55,1,228111746,228106680,long,gene,minus
GUK1,1,228140084,228148955,long,gene,plus
GJC2,1,228149930,228159826,long,gene,plus
IBA57,1,228165804,228182257,long,gene,plus
OBSCN,1,228208044,228378876,long,gene,plus
TRIM11,1,228406835,228393672,long,gene,minus
TRIM17,1,228416882,228406877,long,gene,minus
H3-4,1,228425360,228424845,long,gene,minus
H2AW,1,228457873,228457364,long,gene,minus
H2BU1,1,228458103,228458558,long,gene,plus
RNF187,1,228487382,228496188,long,gene,plus
RHOU,1,228644647,228746669,long,gene,plus
RAB4A,1,229271111,229305894,long,gene,plus
CCSAP,1,229343795,229321015,long,gene,minus
ACTA1,1,229434094,229431245,long,gene,minus
NUP133,1,229508342,229440259,long,gene,minus
ABCB10,1,229558988,229516582,long,gene,minus
TAF5L,1,229626122,229593111,long,gene,minus
URB2,1,229626247,229660200,long,gene,plus
GALNT2,1,230057789,230282122,long,gene,plus
PGBD5,1,230426332,230314490,long,gene,minus
COG2,1,230642481,230693982,long,gene,plus
AGT,1,230745583,230702523,long,gene,minus
CAPN9,1,230747289,230803356,long,gene,plus
C1orf198,1,230869591,230837119,long,gene,minus
TTC13,1,230978872,230906243,long,gene,minus
ARV1,1,230979082,231000733,long,gene,plus
FAM89A,1,231040254,231018958,long,gene,minus
TRIM67,1,231162058,231221565,long,gene,plus
C1orf131,1,231241175,231223765,long,gene,minus
GNPAT,1,231241210,231277973,long,gene,plus
EXOC8,1,231337852,231332753,long,gene,minus
SPRTN,1,231337980,231355023,long,gene,plus
EGLN1,1,231422332,231363756,long,gene,minus
TSNAX,1,231528669,231566524,long,gene,plus
DISC1,1,231626790,232041272,long,gene,plus
SIPA1L2,1,232630496,232397965,long,gene,minus
MAP10,1,232805416,232809929,long,gene,plus
NTPCR,1,232950611,232983882,long,gene,plus
PCNX2,1,233295730,232983435,long,gene,minus
MAP3K21,1,233327724,233385148,long,gene,plus
KCNK1,1,233614106,233672514,long,gene,plus
SLC35F3,1,233904676,234324511,long,gene,plus
COA6,1,234373456,234385080,long,gene,plus
TARBP1,1,234479179,234391313,long,gene,minus
IRF2BP2,1,234610178,234604269,long,gene,minus
TOMM20,1,235128837,235109341,long,gene,minus
RBM34,1,235161280,235131183,long,gene,minus
GGPS1,1,235327216,235344532,long,gene,plus
ARID4B,1,235328224,235166895,long,gene,minus
TBCE,1,235367427,235452443,long,gene,plus
B3GALNT2,1,235504481,235440654,long,gene,minus
GNG4,1,235650608,235547685,long,gene,minus
LYST,1,235883713,235661031,long,gene,minus
NID1,1,236065092,235975830,long,gene,minus
GPR137B,1,236142529,236213535,long,gene,plus
ERO1B,1,236281983,236213064,long,gene,minus
EDARADD,1,236394286,236484930,long,gene,plus
LGALS8,1,236518214,236552981,long,gene,plus
HEATR1,1,236604516,236549005,long,gene,minus
ACTN2,1,236686499,236764631,long,gene,plus
MTR,1,236794304,236903981,long,gene,plus
MT1HL1,1,237004441,237004103,long,gene,minus
RYR2,1,237042184,237833988,long,gene,plus
ZP4,1,237890922,237882404,long,gene,minus
CHRM3,1,239386565,239915450,long,gene,plus
FMN2,1,240091883,240475187,long,gene,plus
GREM2,1,240612372,240489573,long,gene,minus
RGS7,1,241357230,240774742,long,gene,minus
FH,1,241519755,241497603,long,gene,minus
KMO,1,241531883,241595642,long,gene,plus
OPN3,1,241640369,241593124,long,gene,minus
CHML,1,241640369,241628851,long,gene,minus
WDR64,1,241652278,241802777,long,gene,plus
EXO1,1,241847967,241889939,long,gene,plus
BECN2,1,241957767,241959062,long,gene,plus
MAP1LC3C,1,242001393,241995194,long,gene,minus
PLD5,1,242530546,242082986,long,gene,minus
SDCCAG8,1,243255418,243503683,long,gene,plus
CEP170,1,243255796,243124428,long,gene,minus
AKT3,1,243851079,243488233,long,gene,minus
ZBTB18,1,244048653,244057476,long,gene,plus
C1orf100,1,244352062,244389896,long,gene,plus
CATSPERE,1,244452013,244640504,long,gene,plus
ADSS2,1,244452060,244408494,long,gene,minus
DESI2,1,244652760,244709033,long,gene,plus
COX20,1,244835306,244845063,long,gene,plus
HNRNPU,1,244864543,244850297,long,gene,minus
EFCAB2,1,244969682,245125228,long,gene,plus
KIF26B,1,245154985,245709432,long,gene,plus
SMYD3,1,246507279,245749342,long,gene,minus
TFB2M,1,246566261,246540561,long,gene,minus
CNST,1,246566338,246668595,long,gene,plus
SCCPDH,1,246724409,246768137,long,gene,plus
AHCTF1,1,246931948,246839098,long,gene,minus
ZNF695,1,247008057,246945546,long,gene,minus
ZNF670,1,247078811,247034637,long,gene,minus
ZNF669,1,247104356,247099962,long,gene,minus
ZNF124,1,247172379,247121975,long,gene,minus
ZNF496,1,247331867,247297415,long,gene,minus
NLRP3,1,247416163,247448823,long,gene,plus
OR2B11,1,247458104,247449118,long,gene,minus
GCSAML,1,247507058,247577690,long,gene,plus
OR2C3,1,247536440,247524677,long,gene,minus
OR2G2,1,247588360,247589313,long,gene,plus
OR2G3,1,247605586,247606515,long,gene,plus
OR13G1,1,247679739,247670812,long,gene,minus
OR6F1,1,247716646,247711436,long,gene,minus
OR14K1,1,247738615,247739559,long,gene,plus
OR14A2,1,247750941,247721640,long,gene,minus
OR1C1,1,247760556,247754846,long,gene,minus
OR14A16,1,247824119,247814660,long,gene,minus
OR11L1,1,247841896,247840928,long,gene,minus
TRIM58,1,247857187,247880138,long,gene,plus
OR2W3,1,247895587,247896531,long,gene,plus
OR2T8,1,247920252,247923152,long,gene,plus
OR2AJ1,1,247924889,247935339,long,gene,plus
OR2L13,1,247937177,248101163,long,gene,plus
OR2L8,1,247948858,247949796,long,gene,plus
OR2AK2,1,247965332,247966339,long,gene,plus
OR2L5,1,248013660,248024276,long,gene,plus
OR2L2,1,248030070,248042305,long,gene,plus
OR2L3,1,248046836,248063407,long,gene,plus
OR2M5,1,248145148,248146086,long,gene,plus
OR2M2,1,248174821,248181067,long,gene,plus
OR2M3,1,248197265,248212925,long,gene,plus
OR2M4,1,248231417,248244679,long,gene,plus
OR2T33,1,248277976,248269917,long,gene,minus
OR2T12,1,248303424,248290139,long,gene,minus
OR2M7,1,248324568,248323630,long,gene,minus
OR14C36,1,248348775,248349713,long,gene,plus
OR2T4,1,248361665,248362627,long,gene,plus
OR2T6,1,248375746,248391811,long,gene,plus
OR2T1,1,248403048,248408020,long,gene,plus
OR2T7,1,248436359,248444316,long,gene,plus
OR2T2,1,248445637,248455725,long,gene,plus
OR2T3,1,248473351,248474307,long,gene,plus
OR2T5,1,248488589,248491113,long,gene,plus
OR2G6,1,248508073,248527337,long,gene,plus
OR2T29,1,248562772,248556912,long,gene,minus
OR2T34,1,248574757,248573801,long,gene,minus
OR2T10,1,248597700,248590487,long,gene,minus
OR2T11,1,248635091,248623557,long,gene,minus
OR2T35,1,248645278,248636356,long,gene,minus
OR2T27,1,248655528,248649838,long,gene,minus
OR14I1,1,248685488,248678140,long,gene,minus
LYPD8,1,248755759,248739415,long,gene,minus
SH3BP5L,1,248825915,248810446,long,gene,minus
ZNF672,1,248838219,248849517,long,gene,plus
ZNF692,1,248860761,248850004,long,gene,minus
PGBD2,1,248873827,248919146,long,gene,plus
